AmmoBoxPickupTime,0xF9043B8D
doublejump_requirekeyup,0x783EA2CC
doublejump_requirekeyup_in_water,0x7DD09352
doublejump_time_before_recharge,0x946AC028
doublejump_time_before_recharge_emp,0x490B2BFF
doublejump_time_before_recharge_fast,0xB2DF0E9D
doublescreen,0x59BEE1FA
doublesided_raycasts,0xA703E778
drawEntityCount,0x6D4DA67B
drawEntityCountPos,0xD1F2AF17
drawEntityCountSize,0x100471B8
drawGlassBBox,0x21D03E2C
drawGlassDebug,0x4C94668E
drawKillcamData,0xCACA9C40
drawKillcamDataPos,0x7E9C8CCE
drawKillcamDataSize,0xDB490483
drawLagometer,0x0A86B9B7
drawServerBandwidth,0xC30D3FD1
drawServerBandwidthPos,0xF805CFE1
drawServerBandwidthSize,0x2526375E
drawShardOutline,0xAAD6D9A5
dtp,0x058D6EA7
dtp_debug,0xE9CA44F3
dtp_exhaustion_window,0x2FB5FC99
dtp_fall_damage_max_height,0xE58A1D0E
dtp_fall_damage_min_height,0x5929B2F0
dtp_max_apex_duration,0x9BC5EB12
dtp_max_slide_addition,0x93B0CA95
dtp_max_slide_duration,0xBB059E0D
dtp_min_speed,0xC2230A86
dtp_new_trajectory,0xC6ED1920
dtp_new_trajectory_multiplier,0xBE85D97A
dtp_post_move_pause,0x7845CF83
dtp_startup_delay,0x79EF41D1
dumpimages,0xB2AFFD95
dumpmateriallist,0x95612774
dumpmodels,0xF34DD425
durangoGame,0x87BD7CF3
dvarConfigEnabled,0xB3262AAF
dvarConfigFatal,0x15271BAA
dvar_maxCallbackTimeMS,0x8D165A17
dvardump,0x90858D80
dvarlist,0xD71BC8A2
dvr_enable,0xF07F0F47
dwConsideredConnectedTime,0x9AB55F36
dwFileFetchTryIntervalBase,0xC8C8B157
dwFileFetchTryIntervalMax,0x30E596B2
dwFileFetchTryMaxAttempts,0x60991E79
dwKVSWriteLocally,0x7873F2E3
dwNetMaxWaitMs,0x2B930118
dwStreamingSendSocketBuffSize,0x459918A7
dwTitle,0xEE626DDC
dw_defaultDTLSAssociationTimeout,0xF26F60AD
dw_popup,0xA62A64C5
dw_sendBufSize,0xB4EC3E45
dynEnt_bulletForce,0x86717BB9
dynEnt_damageRadiusScale,0xB75FF87D
dynEnt_delete_expensive,0x8CE6BFF3
dynEnt_disable_rb_collision,0xE6F76D36
dynEnt_explodeForce,0x6FD6201C
dynEnt_explodeMaxEnts,0xE7ACDCB5
dynEnt_explodeMinForce,0x7C9E4A16
dynEnt_explodeSpinScale,0x4E677267
dynEnt_explodeUpbias,0xD2531F4F
dynEnt_sentientAutoActivate,0x96420470
dynEnt_shouldCullEntitiesForSplitscreen,0xFDCF7ACF
dynEnt_small_cylinder_dimension,0x3D8FB217
dynEnt_small_cylinder_max_avel,0xDFD2AD26
dynEnt_spawnedLimit,0x405FEC67
dynsnaps_debugspew,0x3D7BAA84
emblem,0xF66BC123
emblemVersion,0xFBF693C1
emblem_scroll_delay_first,0x2F6097CE
emblem_scroll_delay_rest,0x5F5F9086
emblems_enabled,0x6DD4AEE0
emblems_max_count,0xBA382121
enableChallengeResponse,0xD98D457E
enableDLCWeapons,0xCE70962E
enableTacticalArrival,0xB5B7DB66
enable_camo_materials_tab,0x5A3349E0
enable_cheap_ents,0xB59D0719
enable_frame_sampling,0x564C19C6
enable_global_wind,0x24AAB38F
enable_grass_wind,0xF80A4914
enable_moving_paths,0x318D326C
enable_new_prone_check,0xCB11B915
enable_retail_incentive,0xEEE30C30
enable_season_pass_incentive,0xE7564A86
enable_sp_exploit_check,0xE1EA2A3B
enable_weapon_contract,0x71B34358
energyShieldActorMagneticAccuracy,0xFFEA7F4C
energyShieldReflectDamageMultiplier,0x6061861B
energyShieldReflectLerpToNormalFrac,0x14244FCC
entitlementsActive,0xE676A1E3
entitycount,0x48A7B4F5
equipClass,0xAD325269
equipDefaultClass,0xD3352DBE
equipDefaultClassToProfile,0x933FAA00
equipDefaultCustomMatchClass,0x6087D85E
equipDefaultItemToSlot,0x4105E974
equipLoadoutSlot,0x88E12649
equipLoadoutSlotCPOffline,0x24208E45
equipLoadoutSlotMPCustom,0x553F908F
equipLoadoutSlotMPOffline,0xAA634BC3
equipLoadoutSlotZMOffline,0xED0DCAF7
equipLoadoutWeaponSlot,0x81836189
equipLoadoutWeaponSlotCPOffline,0x1C4EB985
equipLoadoutWeaponSlotMPCustom,0x216A71CF
equipLoadoutWeaponSlotMPOffline,0xBBDE2C03
equipLoadoutWeaponSlotZMOffline,0x469B1737
equipmentAltModeEnabled,0x59A5D618
equipmentAsGadgets,0x5FD501BA
equipmentMods,0xB5D3734C
equipment_enable_threat_detector,0x3BE89493
excellentPing,0xEA73C439
exec,0x49FA2446
facepaintLodDist,0xBC6A2B07
fakeEmblemCount,0x3865A7BD
fast_restart,0x9C81160F
fastfile_allowNoAuth,0x247E2BAC
fastfile_warnMeWhenOutOfSync,0x181A3BC8
ffotdtempfixHostLaunchPump,0x0CACC47A
fileshareAllowDownload,0x587BEDDB
fileshareAllowDownloadingOthersFiles,0x48DBB0AD
fileshareAllowEmblemDownload,0xD315D97D
fileshareAllowPaintjobDownload,0x05FFB4FE
fileshareAllowVariantDownload,0x0661500A
fileshareRetry,0x37CEE4AA
fileshareShowFailure,0x86E4157B
fileshareXuidOverride,0x1321393A
fileshare_enabled,0x5264365E
fileshare_fakeFail,0x5A64016C
fileshare_tier,0xBCC4F3DF
filterdedicatedserverresults,0x93CD1C43
fire_audio_random_max_duration,0xB9211DEE
fire_audio_repeat_duration,0x12C740DB
fire_burn_time,0x623E86A9
fire_debug,0xF7247121
fire_world_damage,0x781299E0
fire_world_damage_duration,0x9CC0F03F
fire_world_damage_rate,0x1C27A5FD
firstPersonLegs,0x1E4DE7C9
firstPersonLegsInWater,0x77FEDC9D
firstPersonLegsOffset,0x3F976C20
firstPersonLegsOffsetMax,0xE37F726A
firstPersonLegsOffsetMin,0x666AB474
firstPersonLegsZmax,0xDE378779
firstPersonLegsZmin,0x3B57CF07
firstPersonShadow,0x0AEB7312
fixNegativeLosses,0x0C8B8CF6
fixedtime,0xAD786306
fixedtime_float,0x87BB2EB9
flameVar_editingFlameTable,0x11E006C3
flameVar_lastFlameTable,0x8D56A3EF
flame_debug_render,0x01CB00ED
flame_kick_offset,0x957CE2AB
flame_kick_recover_speed,0x3396DB0E
flame_kick_speed,0x90193253
flame_render,0xB1C23271
flame_team_damage,0xAE1E363E
flame_test,0x904A40E9
flame_use_new_beam_system,0xCD373A37
flareDisableEffects,0x6ED33A35
footstep_sounds_cutoff,0xA9A8CABE
forceEliteFounder,0x1A0C4188
forceElitePopups,0xBD36BD52
forceEliteSubscription,0xA4F2D920
forceFullScreenMap,0xB686187D
forceHost,0x5443E6CC
forceLiveEvent,0x8330E798
force_cac,0x7CF9A0AC
force_no_cac,0xF9363DF6
fpsTool_drawInfo,0xBF324E6D
fpsTool_drawPoints,0x110ECFB0
fpsTool_forceAsyncCompute,0xB299F39B
fpsTool_headings,0xB7EBD53E
fpsTool_includeMapSamplePoints,0x1DE170AA
fpsTool_loadTest,0xF6A76A2B
fpsTool_maxSamples,0xE7DB3FE8
fpsTool_note,0x785917DF
fpsTool_randomRotate,0xAFE1395B
fpsTool_receiveSamples,0x349E65AB
fpsTool_run,0xB734B1F6
fpsTool_showGun")",0xDD165C2D
fpsTool_showGun,0x5D60369A
fpsTool_takeScreenshots,0x67299C81
frame_sampling_rate,0x0774DCF1
freezeShards,0x757712D3
friction,0xA6A5CBB3
friendlyContentOutlines,0x5656AD2A
friendlyNameFontColor,0x6D5ABFF3
friendlyNameFontGlowColor,0x4A93666E
friendlyNameFontObjective,0x024CECF3
friendlyNameSplitScreenFontSize,0xF92266AF
friendlyfire_enabled,0xD5AC9A12
friendsNewsLastFetchTime,0xA76EF7C8
fsShowStreamingGraph,0x1698F70F
fsSlotEmptyHiddenColor,0x1368E884
fsSlotEmptyMainColor,0x34369C5D
fsSlotEmptyNotSubscribedColor,0x054A953B
fsSlotEmptyShowColor,0x148E9809
fsSlotEmptyShowColorBg,0x3A653044
fsSlotHighlightedColor,0xC1C155D0
fsSlotHighlightedColorNoSel,0x712A9CC7
fsSlotMainColor,0x39697B1C
fsSlotNumMainColor,0x77A7368C
fsSlotNumNoSubsribeColor,0x452098C9
fsStarAvgColor,0xBEADDD95
fsStarHighlightColor,0x72D7448D
fs_basegame,0xDEFF71AE
fs_basepath,0x2A54300D
fs_debug,0x831CCA18
fs_game,0x5BF97A95
fs_homepath,0x9AA11C8F
fs_ignoreLocalized,0x955BB7B8
fs_restrict,0x1908612F
fs_usedevdir,0x8C6BF1FE
fshCustomGameName,0x9D31F576
fshEnableRender,0x0A2B4129
fshFileDebug,0x27942163
fshMtxName,0x1A24A5C8
fshOldItemColor,0xE17B992B
fshRecentsXUID,0x0DCB5016
fshRenderSuccessURL,0xACC7DE6C
fshRenderWriteTimeout,0xFF182196
fshRetryDelay,0x207BC5CF
fshSearchTaskDelay,0x93614CA4
fshSkipFileStats,0xC792C298
fshStaffXuid,0x8CF202B0
fshSummaryDelay,0xF7EDF315
fshThrottleEnabled,0x8D7EBD7F
fshThrottleKBytesPerSec,0xE5D9F99C
fudgefactor,0x0A3364E3
fx_alphacull_enable,0x5494A118
fx_attempt_trail_reconstruction,0xDFA801B3
fx_attempt_trail_reconstruction_debug,0xC801A4B7
fx_attempt_trail_reconstruction_lerp_ratio,0x3E512449
fx_attempt_trail_reconstruction_lerp_time_ms,0x748D878E
fx_compute_sprites_debug_draw,0xA605644F
fx_compute_sprites_enable,0x0B00E62C
fx_compute_sprites_enable_all,0xE92DBDE8
fx_compute_sprites_only,0x739FE92F
fx_compute_sprites_shadow,0x3BB549B1
fx_compute_sprites_show_lmap,0x2C9A72EB
fx_count,0x2884180B
fx_cull_effect_spawn,0x70311366
fx_cull_elem_draw,0xE60B8A7D
fx_cull_elem_spawn,0x06827214
fx_debugBolt,0x5CB43432
fx_depth_test_bounding_boxes,0x19B9FBD9
fx_disable_exclusion_volumes,0x7D0909D7
fx_draw,0xC5CE3444
fx_drawClouds,0xAEA09546
fx_draw_dvar,0x8197B704
fx_draw_exclusion_volumes,0xDB79C8B9
fx_draw_weapon_tags,0xD4BA6C45
fx_enable,0x44171BC3
fx_enable_bounding_boxes,0x47214828
fx_enable_portal_culling,0x6105B9C9
fx_force_bounding_boxes,0xD1AE8860
fx_force_portal_culling,0xB118B421
fx_freeze,0xCE7ACABB
fx_gpufx_debug_enable,0xAB733BE0
fx_gpufx_draw_enable,0x94064B83
fx_gpufx_elem_limit,0xE67F21FC
fx_gpufx_library_enable,0x6A861724
fx_gpufx_no_water,0x5E99E558
fx_gpufx_sort_enable,0x87DAC209
fx_gpufx_sprite_limit,0x3573C026
fx_gpufx_update_enable,0x20BA4EB8
fx_limit_spawn_workers,0xF3011E9F
fx_liveupdate,0xAC6A75CB
fx_liveupdate_kb,0x3B9CC451
fx_liveupdate_verbose,0x8B4BA208
fx_logging,0x0A0225F9
fx_mark_profile,0xD4FBF27B
fx_marks,0x2637FB88
fx_marks_debug_text,0x8913F1DA
fx_marks_draw,0x5ED33DA9
fx_marks_draw_impact_axis,0x6755A3E2
fx_marks_ents,0x5F491111
fx_marks_forward_vol_marks_enable,0x2D78840B
fx_marks_grid_debug,0xFDD94487
fx_marks_grid_enable,0x38FE579B
fx_marks_range,0x76098756
fx_marks_smodels,0x353FC4CC
fx_max_per_frame_distance,0x418361D4
fx_occlusion_max_player_count,0x35937BC2
fx_occlusion_query_profile,0xAEEA754E
fx_priority_debug,0xC0259EC6
fx_priority_enable,0x36BDAD7C
fx_process_clouds,0x7A5AB102
fx_profile,0xA96C798D
fx_show_bounding_boxes,0x232A41D6
fx_show_distances,0xF45CF880
fx_show_names_range,0xA5EA2556
fx_use_ground_entity,0x2E1C05DB
fx_visMinTraceDist,0xFA66E2EF
fx_warn_on_version,0x4E81725B
fxfrustumCutoff,0xE6FD92C4
g_FactionName_Allies,0xC4A83E35
g_FactionName_Axis,0xF40AD1B4
g_FactionName_allies,0xC4A83E35
g_FactionName_axis,0xF40AD1B4
g_FactionName_free,0x4CB1A099
g_ScoresColor_Allies,0x9426F328
g_ScoresColor_Axis,0xF81C6C99
g_ScoresColor_EnemyTeam,0x8E562049
g_ScoresColor_Free,0xB0C52004
g_ScoresColor_MyTeam,0x2FF091DB
g_ScoresColor_Spectator,0x9884A53D
g_TeamColor_Allies,0xA9924A26
g_TeamColor_Axis,0xA51602AF
g_TeamColor_EnemyTeam,0x98DA3933
g_TeamColor_EnemyTeamAlt,0x4D5ACD70
g_TeamColor_Free,0xCD5F53EE
g_TeamColor_MyTeam,0x8E4797CD
g_TeamColor_MyTeamAlt,0xE7657866
g_TeamColor_MyTeamAlt_Party,0x381E3ADB
g_TeamColor_Party,0xDD303B98
g_TeamColor_Spectator,0xC1CA208B
g_TeamIcon_Allies,0xD05D5560
g_TeamIcon_Axis,0xB4AD4EC1
g_TeamIcon_Free,0xEE434D6C
g_TeamIcon_Spectator,0x05F0BD85
g_TeamName_Allies,0x786FE05A
g_TeamName_Axis,0x908A45CB
g_TeamName_Three,0xF3F28370
g_TeamName_allies,0x786FE05A
g_TeamName_axis,0x908A45CB
g_TeamName_free,0xB37FB3C2
g_actorAndVehicleAntilag,0xE8AFC8FD
g_actorAndVehicleAntilagDebug,0xA301D3AA
g_ai,0x75B66D0D
g_aiEventDump,0xF5F9903D
g_allowLastStandForActiveClients,0x4A85BBE7
g_allowVote,0x1B0E2142
g_allowvote,0x1B0E2142
g_animMonitorEnt,0x61F14A69
g_animMonitorFilter,0x3A614A20
g_antilag,0x360944F9
g_antilagRestoreOnDamage,0xDDEC41E1
g_antilagTimeCap,0xAC252F8E
g_avoidEnabled,0x3C988281
g_bDebugGrappleTrace,0x4C63BE5C
g_bDebugRenderBrushes,0xE2F15E34
g_bDebugRenderBulletCollision,0x69A5B800
g_bDebugRenderBulletMeshes,0x3C642BB3
g_bDebugRenderCollision,0xBA7EF870
g_bDebugRenderCollisionDistance,0x6DAA16B1
g_bDebugRenderColoredPatches,0xBD6F3640
g_bDebugRenderEntityBrushes,0x71E25897
g_bDebugRenderMeshType,0x8E3DD67F
g_bDebugRenderPatches,0xE9DDC12A
g_bDebugRenderStaticModelsBounds,0x9A06A45B
g_banIPs,0x265C5724
g_broadcastLocalSound,0x22F926D2
g_campaign_mode,0x9BC99BC5
g_changelevel_time,0x9D9BB265
g_clientSideLinkingEnabled,0x42FE261C
g_clonePlayerMaxVelocity,0xB3EB264C
g_compassShowEnemies,0xD2C87A02
g_customTeamName_Allies,0x1D5B9EE9
g_customTeamName_Axis,0x993B8B00
g_customTeamName_Three,0x2A96CD7D
g_deadChat,0x90453DFB
g_deathDelay,0xDC256090
g_deathcameratraceheight,0x15202F7C
g_debugAccuracy,0xB1DFB6B7
g_debugBehaviorStateMachine,0x6229625C
g_debugBulletDuration,0xA95C9BE8
g_debugBulletEntityType,0xF77F6F71
g_debugBullets,0x93813133
g_debugCacheEnabled,0x21EA13AD
g_debugDamage,0x08D7B9FB
g_debugHitBrush,0xC02C9151
g_debugHitSurface,0xF2F8EC4C
g_debugLocDamage,0x7FB7D9F1
g_debugLocDamageEntity,0xA588045C
g_debugLocHit,0xC4C9694D
g_debugLocHitTime,0x4E85B7EA
g_debugPlayerAnimScript,0xFB4B5D41
g_debugRankXP,0xC033096A
g_debugRenderGjkTraceGeom,0xE8688775
g_debugRenderMask,0xFEBC4D50
g_debugServerAiming,0x63339568
g_debugWeaponXP,0xE0D281AC
g_destructibleDraw,0x10F0F8AB
g_drawDebugInfoVolumes,0x7810206F
g_drawDebugInfoVolumesInverse,0x60FCA5C9
g_drawGrenadeHints,0x346D89E9
g_dropForwardSpeed,0xE68EA244
g_dropHorzSpeedRand,0x880B6F61
g_dropUpSpeedBase,0xC67814BB
g_dropUpSpeedRand,0xDAE6A901
g_droppedWeaponPhysics,0x15524852
g_dumpAIEvents,0x97B502C8
g_dumpAnims,0xEEDDA0D5
g_dumpAnimsCommands,0x6722D2AF
g_dumpAnimsReduceSpam,0x61C56C2C
g_dumpStaticModels,0x6741C1F9
g_entinfo,0xCC4B7506
g_entinfo_AItext,0x81174C96
g_entinfo_maxdist,0x3D55881D
g_entinfo_scale,0xB0D91205
g_entinfo_type,0x0577E7CD
g_entsInSnapshot,0xBFA51054
g_erroronpathsnotconnected,0xED2B56DC
g_fast_devmap,0x69E5C935
g_fogColorReadOnly,0x95315A50
g_fogHalfDistReadOnly,0x3F5CB238
g_fogStartDistReadOnly,0xE885F309
g_friendlyNameDist,0x8E2690C3
g_gameEnded,0xCFB7B29F
g_gametype,0xDBC1DECD
g_knockback,0x187B4968
g_lagged_damage_threshold,0x12A230DD
g_listEntity,0x10B716B2
g_listEntityCounts,0x08B45076
g_loadScripts,0xB0D4AF1D
g_log,0x40048C43
g_logSync,0xE0F5C42A
g_logTimeStampInSeconds,0xD616D4EB
g_mantleBlockTimeBuffer,0x05B7417C
g_maxDroppedWeapons,0x74D1305E
g_maxEntsInSnapshot,0xE92622F8
g_minGrenadeDamageSpeed,0x71DD91AB
g_minimumAvgCollisionArea,0xA3F183A2
g_motd,0x6A19A14F
g_oldAnimCmdNetwork,0x4B81B2E7
g_password,0xFC652788
g_pickupPromptsForDroppedWeapons,0x3BD9C498
g_playerCollisionEjectSpeed,0x575DF5B4
g_playerRespawnTime,0xDD96461F
g_playerVRGame,0x44AE9DF6
g_processDamageAfterFullBullet,0x6EE6C562
g_quadrotorFlyHeight,0x3CFD9358
g_redCrosshairs,0x5CF28E8B
g_reviveTime,0x3D64036B
g_scrDebugHudElems,0x41A139EF
g_smoothClients,0xECBA170B
g_spawnai,0x89A359A2
g_speed,0xC217E840
g_synchronousClients,0x50CD4BE6
g_tagCacheEnabled,0x6499D494
g_teamColor_EnemyTeam,0x98DA3933
g_teamColor_EnemyTeamAlt,0x4D5ACD70
g_teamColor_MyTeam,0x8E4797CD
g_teamColor_MyTeamAlt,0xE7657866
g_teamColor_Squad,0x5407E4DA
g_throttleTempEnts,0x98FA3C17
g_turretBipodOffset,0x673F74F6
g_turretServerPitchMax,0x9835738C
g_turretServerPitchMin,0xD5997EA2
g_useholdspawndelay,0x394B3CA9
g_useholdtime,0x4D99F080
g_validateBehaviorStateMachine,0x86246C65
g_vehicleBypassFriendlyFire,0xDABE9FFC
g_vehicleDebug,0xFB8A956A
g_vehicleDrawPath,0x882F470A
g_vehicleDrawSplines,0x9168D65F
g_vehiclePlaneCurveTime,0x9F70F63D
g_vehicleVRMechGame,0x824963FC
g_voiceChatTalkingDuration,0x66FA7ADD
g_voteAbstainWeight,0x2303F615
gadgetActivateDuringWeaponChange,0xA5E51465
gadgetEnabled,0xC00212DC
gadgetFlickerDurationDefault,0x4820E64A
gadgetFlickerWhizbyMaxDistance,0x2FCC51FF
gadgetPowerInitEmpty,0xDFC8D1A5
gadgetPowerOverchargePerkScoreFactor,0x1791A4BD
gadgetPowerOverchargePerkTimeFactor,0x6CE025E0
gadgetPowerOverrideFactor,0x03DA8569
gadgetPowerUnlimited,0xA7DB50DD
gadgetPulseOrbShareEnemy,0x3678C21C
gadgetPulseOrbShareFriendly,0x0E991B75
gadgetThiefKillFullPowerMultiplier,0x50745FB6
gadgetThiefKillPowerGain,0xBEB346FF
gadgetThiefRechargeRate,0x9B121C32
gadgetThiefShutdownFullCharge,0xD8F2D6AA
gadget_blur_enabled,0x15F76A7D
gadget_castShaderDuration,0x29C66EF2
gadget_flashbackMinimapFudgeFactor,0x618FFEB4
gadget_flashbackResetsWallrunTime,0x6A917FA1
gadget_flashbackUsesPriorAngles,0xB26F1B31
gadget_flashbackWhiteAlphaRatio,0x47F98D63
gadget_flashbackWhiteFlash,0xA28A11D0
gadget_force_slots,0xD0592113
gadget_resurrectHeavyWeaponsFatal,0x283FA3A9
gadget_resurrectHeroWeaponsFatal,0xF8E92ED2
gadget_speedBurstBaseGlow,0xCD58CB1D
gadget_speedBurstBaseGlowScalar,0x04D1F1D9
gadget_speedBurstBlurScalar,0xC99F4D4E
gadget_speedBurstDesatClamp,0x3EBBB57D
gadget_speedBurstDesatRampSpeed,0xD1A2E459
gadget_speedBurstDoesJuke,0x10BD2421
gadget_speedBurstGlowPulseDuration,0xA066C50D
gadget_speedBurstWallRunJumpVelocity,0x090ADF31
gadget_visionPulseFriendlyMinimap,0xD4457B83
gadget_visionPulseFriendlyMinimapColor,0xF67E581C
gadget_visionPulseMinimapFadeTime,0x5A6FEF65
gadget_visionPulseRevealsCamo,0x73B3341B
gamedate,0x422EDD5B
gamename,0x8404DD52
gamesettings_generateconfig,0x1932BD84
gametype_setting,0x215F2F06
geographicalMatchmakingOverride,0x6E775651
give,0x5B0ED0BA
glassBroom,0x0F50CF76
glassCanBreakFromSlide,0x3E82EF8F
glassCanBreakFromSprint,0xCE8CDFAC
glassCanBreakFromWallrun,0xD37BF503
glassCrackedDamageRateRange,0x2CD1D258
glassDamageMultiplier,0x5403297D
glassExtraAngVelocity,0x19B85A70
glassExtraLinVelocity,0x0A10EA55
glassForceAttenuation,0xB8C5BAF4
glassForceMultiplier,0xEEDE1B99
glassForceOriginMult,0x1AF0D954
glassFreeBuffersDelay,0x3B188093
glassLinVelMultiplier,0x689D5D40
glassLowLodDist,0x8A49B554
glassMaxShardLife,0x591453F7
glassMinVelocityLowest,0xACFE354E
glassMinVelocityToBreakFromJump,0xF210A948
glassMinVelocityToBreakFromSlide,0x5EBFD393
glassMinVelocityToBreakFromSprint,0x6C98E360
glassMinVelocityToBreakFromWallrun,0x002BEFF7
glassPlayShatterFX,0x4565436A
glassPlayerPredictTime,0x2155012C
glassPredictTime,0x99468E19
god,0x9F924BD9
goodPing,0xA0D62F62
gpad_button_deadzone,0xC5FEFEDD
gpad_button_lstick_deflect_max,0xAD1BF476
gpad_button_rstick_deflect_max,0x93187368
gpad_debug,0xD56990E3
gpad_enabled,0xB5C84899
gpad_fake_vita,0x366246B6
gpad_lightbar_test,0x51B21C98
gpad_menu_scroll_delay_first,0xF984D8F6
gpad_menu_scroll_delay_rest,0xB111FF4E
gpad_stick_deadzone_max,0xDCE50862
gpad_stick_deadzone_min,0xB252FD1C
gpad_stick_pressed,0xC5738BF1
gpad_stick_pressed_hysteresis,0xE0887529
grapple_blur_amount,0x3FDFDA91
grapple_blur_radius_inner,0x251B5E42
grapple_blur_radius_outer,0x6812C427
grapple_blur_time_in,0xF4194F90
grapple_blur_time_out,0xC2FEC3CF
grapple_early_yank_anim_start_time,0x8ED6C52D
grenadeAllowRigidBodyPhysics,0x5C87AC08
grenadeAnimatedFlatCosine,0xFB7CBD76
grenadeAnimatedFrictionHigh,0xA6BD11F4
grenadeAnimatedFrictionLow,0xBED80986
grenadeAnimatedMinDotBeforeRolling,0x60A1AAE5
grenadeAnimatedMinDotBeforeRollingOnFlat,0x65BB961F
grenadeAnimatedRollDegree,0x7AC7DFD3
grenadeBounceRestitutionMax,0x4F018E3B
grenadeBumpFreq,0x8C1E692F
grenadeBumpMag,0xEF40F076
grenadeBumpMax,0xC1700641
grenadeCurveMax,0x3A4F6EE0
grenadeFrictionHigh,0x572514D3
grenadeFrictionLow,0xA406A037
grenadeFrictionMaxThresh,0x88490075
grenadeMinDotBeforeRolling,0x8E8FDCA8
grenadeParallelBounceOverride,0xD9648A70
grenadePerpendicularBounceOverride,0x353AB92B
grenadeRestThreshold,0x7A3992DC
grenadeRollDegree,0x1E7D7BD0
grenadeRollRadius,0x7B384DC2
grenadeRollingEnabled,0xB6865FEB
grenadeUseRigidBodyPhysics,0x24ACC3F6
grenadeVelocityDampFactor,0x60E9132F
grenadeWaterFrictionHigh,0xD2895400
grenadeWaterFrictionLow,0x7721897A
grenadeWaterFrictionThresh,0x62C36F36
grenadeWobbleFreq,0x7702EF54
grenadeWobbleFwdMag,0xA7C4568A
grenadeWobbleSideDamp,0xD5CAF7D5
grenadeWobbleSideMag,0xF0EDDE90
grenade_indicators_enabled,0xB378D440
grenade_waterDebug,0xB1A2BA9A
grenade_waterEnterRotationScalar,0x6E3E5067
grenade_waterEnterScalar,0x3403F365
grenade_waterExitRotationScalar,0xD16B7033
grenade_waterExitScalar,0x9786F8A9
grenade_waterSpawnRotationScalar,0x2058A42C
grenade_waterSpawnScalar,0xD6CE3FFE
groupCountsVisible,0xC5E85C8C
groupDownloadInterval,0xBE16C741
groupUploadInterval,0xD2FE28A6
groupZeroCountsVisible,0x09B2B2DE
groups_admins_refresh_time,0x8852A87C
groups_applications_refresh_time,0x41D4793F
groups_enabled,0x8304A833
groups_invites_refresh_time,0x521B77F6
groups_presence_refresh_time,0xCFB6BFCD
groups_quickjoin_players_refresh_time,0x7176A812
groups_self_groups_refresh_time,0xD4D402B7
groups_service_failure_backoff_time,0x8AB74691
groups_wait_on_dw,0xA131C64F
gts_validation_enabled,0xE6433849
gunXPGroups,0x1CCD2079
gunsmithVersion,0x2175BA56
gunsmith_enable_toggle_variant,0xAF0BB719
gunsmith_enabled,0x2F05EFC8
gunsmith_totalvariants,0xA068AABF
h,0xEF5A711F
hackMultiLauncherHorizontalOffset,0xA14DD4C0
hackMultiLauncherVerticleOffset,0x240759D0
hackerTool_debug,0xFA49A7DD
hatch_check_enable,0x6A0A64BE
hatch_mantle_fwd,0x5C54EE4B
hatch_mantle_up,0xF950AE1F
hiDef,0x1B3D5C61
highlightedPlayerName,0x9A4999C6
hkai_actorClampToNavMeshFudgeFactor,0x7D66C580
hkai_additionalPathfindIterationLimit,0xCA0E1646
hkai_badPlaceEdgeCostMultiplier,0x10538804
hkai_debugActors,0xABE5FB5A
hkai_debugAvoidanceCollisionPenalty,0x588F5159
hkai_debugAvoidanceDodgingPenalty,0xFD0D0065
hkai_debugAvoidanceGoalDistToleranceScale,0xCEDD4F4E
hkai_debugAvoidanceLeftTurnRadiusScale,0xF3202DBC
hkai_debugAvoidanceMaxAccel,0x99AFF5B8
hkai_debugAvoidanceMaxDecel,0x0AD7CE93
hkai_debugAvoidanceMaxNeighbors,0xCB263C41
hkai_debugAvoidanceMaxSpeed,0xBE928641
hkai_debugAvoidanceMinSpeed,0x6A5A8087
hkai_debugAvoidancePenetrationPenalty,0x854803C0
hkai_debugAvoidanceRadius,0xA721EF94
hkai_debugAvoidanceRightTurnRadiusScale,0xBBAED3D7
hkai_debugAvoidanceSensorSizeScale,0xEDFBCA67
hkai_debugAvoidanceSidednessChangingPenalty,0x855BCBD8
hkai_debugAvoidanceVelocityHysteresis,0xDB28BA36
hkai_debugAvoidanceWallFollowingAngle,0x396E4C50
hkai_debugBadPlaces,0xCE296919
hkai_debugCharacterParameters,0x0BCBD53D
hkai_debugCharacters,0x52D653D4
hkai_debugCornerPredictor,0x5AF152C5
hkai_debugFailedPathFind,0xE55DD9DB
hkai_debugManualControl,0x6630A681
hkai_debugObstacleSizeScale,0x052BCC3E
hkai_debugObstacles,0xD96DB9DA
hkai_debugPointNearBoundary,0x45847BBA
hkai_debugPositionQuery,0xFC41F92B
hkai_debugPositionqueryPerformance_cellLength,0x42BAE57A
hkai_debugPositionqueryPerformance_faceLength,0xEE7DBF51
hkai_debugTurnRate,0x12252B57
hkai_debugTurnVelocityScale,0x474BE846
hkai_deferredPathfindsEnabled,0x63DDB14C
hkai_dumpMemoryLeaks,0x3C6F5364
hkai_maxClearanceRecalcFaces,0xA94AD69B
hkai_maxPathLengthChecksEnabled,0x1D7C415C
hkai_maxPathLengthMultiplier,0x70150AFB
hkai_navMeshTriggersEnabled,0xA4B8FA0D
hkai_navMeshUseHierarchialPathFind,0xB0FE869C
hkai_pathfindIterationLimit,0x91762321
hkai_recordWorldAndPath,0x9F61F48E
hkai_recordWorldAndPathTimeLimit,0x8F318672
